      96187, 151.0483, 208.2207, -176.6250, 173763
      96187, 151.3276, 208.2505, -176.8010, 173791
      96187, 151.8197, 208.2976, -176.9366, 173818
      96187, 151.8562, 208.1544, -176.4667, 173845
      96187, 152.0142, 208.2069, -176.2593, 173872
      96187, 152.5196, 208.2622, -177.3693, 173899
      96187, 152.6026, 207.8987, -176.5117, 173928
      96375, 152.9188, 208.0565, -176.2816, 173955
      96375, 152.8761, 208.0299, -175.9606, 173983
      96375, 153.5567, 208.0191, -177.7370, 174018
      96390, 153.7949, 207.8114, -177.6349, 174046
      96390, 153.9155, 207.8310, -177.7804, 174073
      96390, 154.4257, 208.1028, -178.7245, 174100
      96390, 154.5255, 207.9795, -178.0728, 174131
      96578, 154.6438, 207.9424, -178.0788, 174158
      96578, 154.8821, 207.8676, -178.0606, 174186
      96578, 155.5052, 207.7676, -178.1044, 174266
      96578, 155.8890, 207.8980, -177.8775, 174294
      96578, 156.2390, 207.9532, -177.5763, 174322
      96578, 156.5133, 207.7880, -177.2436, 174349
      96781, 156.6607, 207.7675, -177.2046, 174378
      96781, 157.0614, 207.8645, -177.1333, 174407
      96781, 157.0935, 207.6869, -176.2031, 174435
      96781, 157.4895, 207.5755, -175.9543, 174462
      96781, 157.6524, 207.6361, -175.9381, 174490
      96781, 157.8898, 207.5933, -175.6264, 174527
      96984, 158.3425, 207.5069, -175.5752, 174556
      96984, 158.5502, 207.6205, -175.5277, 174585
      96984, 158.7312, 207.5428, -175.5231, 174613
      96984, 158.8495, 207.5282, -175.4766, 174644
      96984, 159.2752, 207.5373, -175.7099, 174671
      96984, 159.3995, 207.5152, -175.5474, 174698
      96984, 159.8021, 207.5252, -175.6309, 174729
      97187, 160.1454, 207.4306, -175.5146, 174767
      97187, 160.5248, 207.4999, -175.9319, 174795
      97187, 160.6733, 207.4777, -175.8824, 174823
      97187, 160.9932, 207.3781, -175.1906, 174849
      97187, 161.5063, 207.3318, -174.1700, 174912
      97187, 161.7296, 207.3089, -174.3773, 174941
      97390, 162.0224, 207.3632, -173.8493, 174968
      97390, 162.1458, 207.1959, -173.0682, 174994
      97390, 162.4074, 207.1405, -172.4729, 175024
      97390, 162.5123, 207.2427, -170.9709, 175051
      97390, 162.8804, 207.0874, -170.9564, 175080
      97390, 163.0920, 206.9690, -171.5416, 175108
      97390, 163.4338, 207.0700, -170.1984, 175136
      97593, 163.5371, 207.0446, -169.9509, 175164
      97593, 163.8447, 206.9204, -168.9078, 175193
      97593, 164.0211, 206.8328, -169.3056, 175219
      97593, 164.3508, 206.8401, -168.8136, 175269
      97593, 164.8317, 206.8134, -168.7132, 175296
      97593, 165.1287, 206.6905, -168.1515, 175323
      97593, 165.3401, 206.7076, -167.8055, 175351
      97796, 165.6159, 206.6928, -167.4943, 175377
      97796, 165.7670, 206.4989, -166.7832, 175404
      97796, 166.1178, 206.4984, -166.8656, 175434
      97796, 166.4195, 206.4231, -166.6241, 175461
      97796, 166.6098, 206.3495, -165.6677, 175489
      97796, 166.7005, 206.2489, -165.5850, 175524
      97796, 167.1055, 206.1749, -165.0934, 175551
      97984, 167.2894, 206.2009, -164.9834, 175578
      97984, 167.5965, 205.9919, -164.1522, 175603
      97984, 167.7865, 205.9843, -163.9138, 175630
      97984, 168.1520, 205.8650, -163.4499, 175658
      97984, 168.3422, 205.8581, -163.4113, 175685
      97984, 168.4128, 205.8161, -163.1126, 175712
      97984, 168.7929, 205.6913, -162.4944, 175746
      98093, 169.2170, 205.3638, -162.6683, 175773
      98093, 169.2976, 205.3681, -162.1005, 175799
      98093, 169.6166, 205.4505, -161.3437, 175826
      98093, 169.7942, 205.2758, -160.9240, 175853
      98093, 169.9241, 205.1574, -161.0776, 175879
      98093, 170.0882, 205.1908, -159.9406, 175904
      98093, 170.2601, 205.0391, -159.6448, 175932
      98093, 170.5797, 204.9034, -159.5704, 175959
      98296, 170.6991, 204.7903, -159.2127, 175988
      98296, 170.9300, 204.6713, -157.9529, 176014
      98296, 171.1296, 204.6499, -158.5505, 176041
      98500, 171.2654, 204.6342, -159.6430, 176067
      98500, 171.5982, 204.5008, -159.8494, 176094
      98500, 171.7442, 204.5194, -160.0122, 176121
      98500, 171.9919, 204.3687, -160.8800, 176149
      98500, 172.1779, 204.2043, -161.5872, 176176
      98500, 172.5002, 204.1872, -162.0828, 176220
      98500, 172.7916, 203.9715, -162.9594, 176247
      98687, 173.0336, 203.9749, -163.0093, 176274
      98687, 173.2982, 203.9354, -163.8376, 176301
      98687, 173.4540, 203.8115, -163.8889, 176327
      98687, 173.6563, 203.7626, -163.5786, 176353
      98687, 173.8860, 203.7997, -164.0232, 176378
      98687, 174.1663, 203.7347, -164.2128, 176404
      98687, 174.4371, 203.4952, -165.1469, 176430
      98796, 174.5284, 203.4650, -165.1251, 176474
      98796, 174.7987, 203.4118, -165.0635, 176500
      98796, 175.2116, 203.4067, -164.8352, 176526
      98796, 175.3839, 203.3081, -165.3966, 176552
      98796, 175.6724, 203.1472, -165.3872, 176579
      98796, 175.7376, 203.0301, -165.4167, 176605
      98796, 176.0953, 203.1506, -166.3470, 176631
      98796, 176.3192, 203.0596, -166.0538, 176657
      98796, 176.5066, 202.9775, -166.5342, 176687
      99000, 176.8871, 202.9093, -166.9503, 176714
      99000, 176.9349, 202.8581, -166.7698, 176740
      99000, 177.4603, 202.7741, -166.4703, 176765
      99187, 177.5788, 202.6723, -166.9753, 176791
      99187, 177.6806, 202.7930, -167.0323, 176817
      99187, 177.9280, 202.6481, -167.1471, 176842
      99187, 178.0330, 202.6504, -166.8268, 176867
      99187, 178.2120, 202.5511, -167.1902, 176893
      99187, 178.6100, 202.2814, -168.0567, 176930
      99187, 179.0663, 202.3141, -169.7865, 176956
      99296, 179.0910, 202.4730, -171.5530, 176981
      99296, 179.0871, 202.5893, -172.4571, 177007
      99296, 179.3317, 202.5348, -172.8503, 177033
      99296, 179.5815, 202.3815, -174.8015, 177058
      99296, 179.9992, 202.2751, -176.3184, 177084
      99296, 180.3554, 202.5629, -178.8425, 177138
      99296, 180.5778, 202.4947, -179.0407, 177164
      99500, 180.8927, 202.4228, 178.9899, 177192
      99500, 181.1900, 202.3830, 178.2802, 177218
      99500, 181.3827, 202.3750, 177.7213, 177244
      99500, 182.1657, 202.4138, 178.3866, 177270
      99703, 182.3492, 202.3687, 178.1511, 177295
      99703, 182.3892, 202.2351, 178.4436, 177321
      99703, 182.9109, 202.1215, 177.4959, 177355
      99703, 183.0734, 202.3030, 176.9186, 177380
      99703, 183.5266, 202.1407, 176.5512, 177406
      99703, 183.6365, 202.0957, 176.3637, 177432
      99703, 183.9620, 202.1225, 176.7964, 177457
      99703, 184.1392, 201.9575, 176.1834, 177482
      99796, 184.3839, 202.3391, 175.3460, 177507
      99796, 184.7777, 202.1875, 175.2957, 177532
      99796, 184.9655, 202.0107, 176.1099, 177558
      99796, 185.0981, 202.0879, 176.0741, 177590
      99796, 185.3602, 202.1492, 176.6012, 177617
      99796, 185.6645, 202.1290, 176.8165, 177643
      99796, 185.9723, 202.0265, 176.4255, 177670
     100000, 186.1937, 202.1418, 176.4402, 177697
     100000, 186.4531, 202.1473, 176.7685, 177723
     100000, 186.6465, 202.0920, 176.9652, 177748
     100203, 186.9068, 202.1005, 176.6433, 177775
     100203, 187.1851, 202.1200, 176.9041, 177820
     100203, 187.5408, 202.0386, 177.4075, 177846
     100203, 187.8651, 202.1389, -179.3319, 177872
     100203, 188.1424, 201.7812, 179.6150, 177899
     100203, 188.0729, 201.8581, -178.5238, 177926
     100203, 188.4945, 201.9396, -177.4269, 177952
     100203, 188.5868, 201.7088, -177.0536, 177979
     100390, 188.9262, 201.8306, -174.3903, 178005
     100390, 189.1841, 201.7263, -173.5048, 178031
     100390, 189.3726, 201.6981, -172.9591, 178074
     100390, 190.0186, 201.7154, -172.8328, 178099
     100390, 190.3140, 201.6386, -172.1410, 178126
     100390, 190.4335, 201.5990, -171.6799, 178152
     100500, 190.7356, 201.5792, -171.6480, 178178
     100500, 191.2544, 201.3956, -171.4124, 178231
     100500, 191.4579, 201.4135, -171.2014, 178259
     100500, 191.7244, 201.2733, -170.2322, 178288
     100500, 192.0848, 201.1516, -172.1644, 178314
     100500, 192.2770, 201.0372, -171.8192, 178340
     100515, 192.3756, 200.9759, -170.7058, 178366
     100703, 192.7279, 200.9712, -171.3796, 178393
     100703, 193.0995, 200.9161, -171.9748, 178418
     100703, 193.2408, 200.7420, -171.7899, 178445
     100703, 193.3426, 200.7193, -171.7006, 178470
     100890, 193.7572, 200.6356, -172.0783, 178505
     100890, 194.0564, 200.6770, -172.0387, 178531
     100890, 194.2844, 200.6029, -171.8995, 178556
     100890, 194.4048, 200.5934, -171.9891, 178582
     100890, 194.7444, 200.5724, -172.3134, 178608
     100890, 194.8977, 200.5611, -172.2077, 178633
     100890, 195.2853, 200.5301, -172.2024, 178659
     101015, 195.3033, 200.4424, -171.8695, 178684
     101015, 195.4725, 200.3982, -171.6491, 178709
     101015, 195.9413, 200.2824, -172.2008, 178737
     101015, 196.0262, 200.2495, -171.6366, 178763
     101015, 196.1958, 200.2061, -171.5752, 178788
     101015, 196.6785, 200.0983, -172.7263, 178814
     101015, 196.8479, 200.1932, -172.9633, 178838
     101015, 196.9907, 199.9876, -172.7749, 178863
     101203, 197.3404, 200.0460, -172.6507, 178888
     101203, 197.4033, 199.8995, -172.2753, 178914
     101203, 197.5690, 199.9986, -172.3482, 178945
     101218, 197.9850, 199.8436, -172.7648, 178971
     101406, 198.3293, 199.7025, -172.3568, 178997
     101406, 198.5486, 199.6476, -172.8635, 179024
     101406, 198.7316, 199.6643, -172.7451, 179049
     101406, 199.0278, 199.7034, -172.6137, 179075
     101406, 199.2496, 199.6197, -172.5880, 179100
     101406, 199.4444, 199.6071, -172.2030, 179126
     101406, 199.7614, 199.5208, -172.8294, 179153
     101406, 199.9628, 199.4365, -172.5009, 179197
     101609, 200.4629, 199.4864, -171.9441, 179222
     101609, 200.6864, 199.6409, -172.4234, 179250
     101609, 200.8826, 199.4830, -172.7208, 179276
     101609, 201.2882, 199.4444, -172.6564, 179303
     101609, 201.3897, 199.4080, -172.1010, 179328
     101609, 201.7440, 199.3076, -173.6112, 179354
     101609, 202.0064, 199.1324, -173.1185, 179379
     101812, 202.1344, 199.1019, -173.0130, 179408
     101812, 202.6420, 199.0925, -172.6722, 179435
     101812, 202.7213, 199.1274, -172.2591, 179462
     101812, 203.0656, 198.9957, -172.8687, 179488
     101812, 203.2255, 198.9699, -172.7589, 179515
     101812, 203.4456, 198.7830, -172.7838, 179540
     101812, 203.7677, 198.8151, -172.5179, 179565
     102015, 203.9569, 198.8892, -172.7965, 179591
     102015, 204.0582, 198.6790, -172.3266, 179625
     102015, 204.4119, 198.6324, -172.6293, 179653
     102015, 204.7535, 198.6545, -172.2498, 179679
     102015, 204.9435, 198.5473, -172.0863, 179705
     102015, 205.3312, 198.6592, -172.1511, 179731
