      96312, 113,-2397,1722,242,25,165, 150.0149, 256.1881, -157.6845, 173928
      96312, 97,2156,3142,1395,25,-731, 150.0149, 256.1881, -157.6845, 173928
      96312, 104,1075,-2250,174,25,-115, 150.0149, 256.1881, -157.6845, 173928
      96609, 113,-2434,1722,258,25,163, 152.6020, 253.2769, -141.4900, 174349
      96609, 97,2010,-2545,1649,25,-731, 152.6020, 253.2769, -141.4900, 174349
      96609, 104,1065,-2250,126,25,159, 152.6020, 253.2769, -141.4900, 174349
      96906, 113,-2434,1722,258,25,163, 154.0282, 251.8806, -142.4865, 174527
      96906, 97,2010,-2545,1649,25,-504, 154.0282, 251.8806, -142.4865, 174527
      96906, 104,729,-1906,121,25,18, 154.0282, 251.8806, -142.4865, 174527
      97203, 113,-2437,1722,348,25,431, 156.7805, 249.6726, -140.9370, 174912
      97203, 97,2010,-2545,1649,25,137, 156.7805, 249.6726, -140.9370, 174912
      97218, 104,708,-1885,120,25,262, 156.7805, 249.6726, -140.9370, 174912
      97515, 113,-2437,1722,348,25,431, 158.2118, 248.4846, -142.0604, 175136
      97515, 97,1976,-2407,1371,25,782, 158.2118, 248.4846, -142.0604, 175136
      97515, 104,705,-1885,120,25,262, 158.2118, 248.4846, -142.0604, 175136
      97812, 113,-2437,1722,348,25,445, 161.0244, 246.2358, -145.9101, 175551
      97812, 97,1976,-2407,1371,25,767, 161.0244, 246.2358, -145.9101, 175551
      97812, 104,705,-1885,120,25,268, 161.0244, 246.2358, -145.9101, 175551
      98109, 113,-2437,797,438,25,107, 164.2996, 244.3250, -149.2120, 175988
      98109, 97,1976,-2407,1371,25,-456, 164.2996, 244.3250, -149.2120, 175988
      98109, 104,705,-1885,120,25,268, 164.2996, 244.3250, -149.2120, 175988
      98406, 113,-2437,797,438,25,107, 164.5163, 244.1489, -149.8156, 176014
      98406, 97,1976,-2407,1371,25,-497, 164.5163, 244.1489, -149.8156, 176014
