      96281, 95,1851,-1162,120,25,-46, 151.8741, 169.3644, 157.3218, 173928
      96281, 110,-2749,2097,1053,25,714, 151.8741, 169.3644, 157.3218, 173928
      96281, 104,-2708,1668,174,25,-115, 151.8741, 169.3644, 157.3218, 173928
      96578, 95,2629,-1475,120,25,-46, 153.5002, 169.9920, 151.7706, 174131
      96578, 110,-2749,2097,1053,25,128, 153.5002, 169.9920, 151.7706, 174131
      96578, 104,-2749,1276,248,25,159, 153.5002, 169.9920, 151.7706, 174131
      96859, 95,2639,-1779,120,25,-329, 155.4971, 171.4735, 137.6299, 174556
      96859, 104,-2749,1276,248,25,18, 155.4971, 171.4735, 137.6299, 174556
      97171, 95,2639,-1189,120,25,-81, 156.0346, 171.2491, 138.3166, 174729
      97171, 104,-693,899,184,25,262, 156.0346, 171.2491, 138.3166, 174729
      97468, 95,2306,-1178,120,25,-81, 157.1497, 171.2066, 140.2916, 175164
      97468, 104,-469,813,152,25,262, 157.1497, 171.2066, 140.2916, 175164
      97765, 95,1566,-1162,174,25,-329, 157.6750, 170.7786, 146.0272, 175351
      97765, 104,-2749,1276,400,25,268, 157.6750, 170.7786, 146.0272, 175351
      98078, 95,1501,-1100,241,25,-329, 158.5244, 170.5816, 152.9955, 175746
      98078, 104,-2749,1276,400,25,268, 158.5244, 170.5816, 152.9955, 175746
      98359, 95,1501,-1100,241,25,123, 159.6284, 170.3659, 151.4622, 176041
      98359, 104,-1058,2054,406,25,-135, 159.6284, 170.3659, 151.4622, 176041
      98671, 95,1501,-1100,241,25,27, 160.0418, 170.1326, 151.6374, 176248
      98671, 104,-1058,2054,406,25,-135, 160.0418, 170.1326, 151.6374, 176248
      98968, 95,1496,-1100,150,25,591, 161.2782, 169.8119, 154.0444, 176657
      98968, 104,-873,2047,191,25,-132, 161.2782, 169.8119, 154.0444, 176657
      99265, 95,1496,-1100,150,25,769, 162.6175, 169.7275, 155.3852, 176956
      99265, 104,-859,2047,137,25,-711, 162.6175, 169.7275, 155.3852, 176956
      99578, 95,1496,-1100,150,25,627, 164.2726, 169.8766, 156.5746, 177270
      99578, 104,-859,2047,124,25,-249, 164.2726, 169.8766, 156.5746, 177270
      99875, 95,1496,-1881,121,25,310, 166.9780, 170.4404, 156.9389, 177670
      99875, 104,-511,1683,338,25,126, 166.9780, 170.4404, 156.9389, 177670
     100156, 95,1496,-1881,121,25,310, 167.5100, 170.5509, 156.8705, 177748
     100156, 104,-511,1683,338,25,520, 167.5100, 170.5509, 156.8705, 177748
     100468, 95,1556,-1942,120,25,-184, 169.8977, 170.9724, 158.2977, 178152
     100468, 104,-856,2042,133,25,-54, 169.8977, 170.9724, 158.2977, 178152
     100781, 95,1501,-1964,120,25,-212, 171.7723, 171.0840, 162.9693, 178470
     100781, 104,-856,2042,123,25,-35, 171.7723, 171.0840, 162.9693, 178470
     100781, 110,-1621,1571,471,25,-294, 171.7723, 171.0840, 162.9693, 178470
     101078, 95,1496,-1964,120,25,-216, 174.3182, 170.9263, 166.7298, 178863
     101078, 104,-856,2042,123,25,-39, 174.3182, 170.9263, 166.7298, 178863
     101078, 110,-1641,1571,383,25,-284, 174.3182, 170.9263, 166.7298, 178863
     101375, 95,1496,-1964,120,25,46, 175.1949, 170.9251, 167.1336, 178971
     101375, 104,-856,2042,120,25,-39, 175.1949, 170.9251, 167.1336, 178971
     101375, 110,-1641,1571,383,25,-221, 175.1949, 170.9251, 167.1336, 178971
     101671, 95,1556,-1964,120,25,46, 178.5131, 171.0352, 169.4843, 179408
     101671, 104,-856,2042,120,25,71, 178.5131, 171.0352, 169.4843, 179408
     101671, 110,-1641,1571,383,25,-309, 178.5131, 171.0352, 169.4843, 179408
     101984, 95,1072,-1964,207,25,149, 179.7582, 170.9778, 170.0680, 179565
     101984, 104,-856,2042,120,25,60, 179.7582, 170.9778, 170.0680, 179565
     101984, 110,-1646,2017,294,25,-193, 179.7582, 170.9778, 170.0680, 179565
     102281, 95,729,-1890,385,25,136, 182.6186, 170.8587, 172.3640, 179979
     102281, 104,-856,2042,120,25,60, 182.6186, 170.8587, 172.3640, 179979
     102281, 110,-1646,2042,339,25,-248, 182.6186, 170.8587, 172.3640, 179979
     102578, 95,1065,-1964,207,25,135, 185.1495, 170.5427, 171.0611, 180324
     102578, 104,-856,2042,120,25,56, 185.1495, 170.5427, 171.0611, 180324
     102578, 110,-1646,2042,339,25,-275, 185.1495, 170.5427, 171.0611, 180324
     102875, 95,1150,-1964,163,25,135, 186.3230, 170.6293, 170.1384, 180481
     102875, 104,-511,1683,120,25,56, 186.3230, 170.6293, 170.1384, 180481
     102875, 110,-1646,2042,339,25,-196, 186.3230, 170.6293, 170.1384, 180481
     103171, 95,852,-1964,183,25,128, 189.1717, 170.6532, 167.8669, 180880
     103171, 104,-421,1596,120,25,56, 189.1717, 170.6532, 167.8669, 180880
     103171, 110,-1646,2042,485,25,-178, 189.1717, 170.6532, 167.8669, 180880
     103468, 95,712,-1890,244,25,82, 191.9664, 170.3415, 170.6361, 181291
     103468, 104,-398,1576,120,25,56, 191.9664, 170.3415, 170.6361, 181291
     103468, 110,-1646,2042,181,25,0, 191.9664, 170.3415, 170.6361, 181291
     103781, 95,712,-1890,244,25,-97, 192.5764, 170.4016, 170.5931, 181394
     103781, 104,-398,1576,120,25,-164, 192.5764, 170.4016, 170.5931, 181394
     103781, 110,-1646,2042,378,25,127, 192.5764, 170.4016, 170.5931, 181394
     104078, 95,705,-1885,326,25,-107, 195.2352, 170.2362, 171.0630, 181774
     104078, 104,-393,1571,120,25,-587, 195.2352, 170.2362, 171.0630, 181774
     104078, 110,-1296,1683,249,25,131, 195.2352, 170.2362, 171.0630, 181774
     104375, 95,471,-1942,270,25,-218, 197.6926, 170.4397, 170.2478, 182090
     104375, 104,-393,1571,120,25,-587, 197.6926, 170.4397, 170.2478, 182090
     104375, 110,-1626,1576,463,25,81, 197.6926, 170.4397, 170.2478, 182090
     104671, 95,691,-1885,265,25,147, 199.3538, 170.2570, 171.6255, 182290
     104671, 104,-832,2479,120,25,-666, 199.3538, 170.2570, 171.6255, 182290
     104671, 110,-1646,2017,381,25,81, 199.3538, 170.2570, 171.6255, 182290
     104968, 95,691,-1885,265,25,147, 202.4883, 169.8433, 175.4281, 182679
     104968, 104,-856,2807,120,25,-704, 202.4883, 169.8433, 175.4281, 182679
     104968, 110,-1296,1678,250,25,0, 202.4883, 169.8433, 175.4281, 182679
     105281, 95,691,-1885,265,25,-218, 204.4773, 170.1804, 170.5364, 182914
     105281, 104,-511,2470,120,25,-797, 204.4773, 170.1804, 170.5364, 182914
     105281, 110,-1210,1596,185,25,-214, 204.4773, 170.1804, 170.5364, 182914
     105578, 95,705,-1885,264,25,-54, 207.9162, 170.5949, 166.6075, 183311
     105578, 104,-511,2470,120,25,117, 207.9162, 170.5949, 166.6075, 183311
     105578, 110,-1189,1871,152,25,-347, 207.9162, 170.5949, 166.6075, 183311
     105875, 95,471,-1942,293,25,-7, 209.5252, 170.9177, 166.8199, 183503
     105875, 104,-421,2390,120,25,96, 209.5252, 170.9177, 166.8199, 183503
     105875, 110,-1182,1942,136,25,-357, 209.5252, 170.9177, 166.8199, 183503
     106171, 95,471,-1942,293,25,-2, 212.8327, 171.1514, 167.5123, 183883
     106171, 104,-398,2374,120,25,47, 212.8327, 171.1514, 167.5123, 183883
     106171, 110,-1178,1958,128,25,0, 212.8327, 171.1514, 167.5123, 183883
     106484, 95,691,-1885,339,25,0, 214.7719, 171.4294, 166.6314, 184106
     106484, 104,-393,2368,120,25,289, 214.7719, 171.4294, 166.6314, 184106
     106484, 110,-1178,1964,124,25,122, 214.7719, 171.4294, 166.6314, 184106
     106781, 95,691,-1885,339,25,0, 218.1868, 171.9403, 165.1577, 184511
     106781, 104,-856,2828,197,25,365, 218.1868, 171.9403, 165.1577, 184511
     106781, 110,-1178,1964,122,25,108, 218.1868, 171.9403, 165.1577, 184511
     107078, 95,1546,-1964,138,25,57, 220.5906, 172.4637, 164.2970, 184809
     107078, 104,-856,2828,197,25,365, 220.5906, 172.4637, 164.2970, 184809
     107078, 110,-1178,1964,122,25,-150, 220.5906, 172.4637, 164.2970, 184809
     107375, 95,1501,-1964,124,25,-177, 224.4072, 173.3649, 159.9076, 185247
     107375, 104,-856,2828,139,25,39, 224.4072, 173.3649, 159.9076, 185247
     107375, 110,-1178,1964,121,25,-277, 224.4072, 173.3649, 159.9076, 185247
     107671, 95,1501,-1964,124,25,-177, 224.9836, 173.5223, 160.7912, 185300
     107671, 104,-856,2828,300,25,-168, 224.9836, 173.5223, 160.7912, 185300
     107671, 110,-1178,1964,120,25,-175, 224.9836, 173.5223, 160.7912, 185300
     107968, 95,1556,-1964,120,25,116, 228.2947, 174.3351, 160.2860, 185689
     107968, 104,-511,2477,210,25,-199, 228.2947, 174.3351, 160.2860, 185689
     107968, 110,-1178,1964,120,25,-69, 228.2947, 174.3351, 160.2860, 185689
     108281, 95,1501,-1964,120,25,116, 230.9937, 175.0400, 160.1196, 186003
     108281, 104,-511,2477,210,25,-26, 230.9937, 175.0400, 160.1196, 186003
     108281, 110,-1178,1964,120,25,89, 230.9937, 175.0400, 160.1196, 186003
     108578, 95,1556,-1964,120,25,-171, 234.5317, 175.7893, 162.0089, 186415
     108578, 104,-839,2807,142,25,297, 234.5317, 175.7893, 162.0089, 186415
     108578, 110,-1178,1964,120,25,-3, 234.5317, 175.7893, 162.0089, 186415
     108875, 95,1271,-1964,120,25,-171, 235.2857, 175.9193, 163.1042, 186509
     108875, 104,-506,2470,131,25,300, 235.2857, 175.9193, 163.1042, 186509
     108875, 110,-1178,1964,120,25,-3, 235.2857, 175.9193, 163.1042, 186509
     109171, 95,708,-1964,356,25,116, 238.7736, 176.6442, 161.9538, 186907
     109171, 104,-836,2807,122,25,-167, 238.7736, 176.6442, 161.9538, 186907
     109171, 110,-1178,1964,120,25,-153, 238.7736, 176.6442, 161.9538, 186907
     109468, 95,708,-1964,356,25,116, 241.3070, 177.0250, 164.2109, 187205
     109468, 104,-856,2828,120,25,-167, 241.3070, 177.0250, 164.2109, 187205
     109468, 110,-1178,1964,120,25,-25, 241.3070, 177.0250, 164.2109, 187205
     109781, 95,1448,-1964,179,25,-16, 243.0638, 177.5557, 160.7666, 187418
     109781, 104,-856,2828,120,25,-84, 243.0638, 177.5557, 160.7666, 187418
     109781, 110,-1178,1964,120,25,25, 243.0638, 177.5557, 160.7666, 187418
     110078, 95,1448,-1964,179,25,-16, 246.6156, 178.5311, 157.9763, 187844
     110078, 104,-856,2828,295,25,-84, 246.6156, 178.5311, 157.9763, 187844
     110078, 110,-1178,1964,120,25,47, 246.6156, 178.5311, 157.9763, 187844
     110375, 95,1556,-1964,127,25,-180, 248.9661, 179.2015, 157.2751, 188132
     110375, 104,-856,2828,295,25,163, 248.9661, 179.2015, 157.2751, 188132
     110375, 110,-1178,1964,120,25,-112, 248.9661, 179.2015, 157.2751, 188132
     110671, 95,1496,-1964,120,25,57, 250.5190, 179.6545, 157.0005, 188333
     110671, 104,-511,2477,207,25,-65, 250.5190, 179.6545, 157.0005, 188333
     110671, 110,-1178,1964,120,25,-53, 250.5190, 179.6545, 157.0005, 188333
